,ID,REPLY,LIKE,LIKE2
647,생존일기,천도복숭아 때문에 이분 영상 보는데 이젠 얼굴만 봐도 웃겨죽겠음 ㅋㅋㅋㅋㅋ,0,0
648,킹왕짱유니,"영남이 아저씨,진짜 토박이 경상도다.ㅎㅎㅎ",1,1
649,Eorud-,8:41 손털때 머리살짝 휘날리는것도 포인트임,763,763
650,2020 prolover,너무 웃겨요..하하하. 영원하라 피식대학,0,0
651,칠공삼,1:21:32 ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ가만히 보다가 뻘하게 터짐ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ,2,2
652,이유진,열쪙열쪙열쪙!!!,0,0
653,JIEUN LEE,썬그리 각성 킹받네ㅋㅋㅋㅋ,0,0
654,냥냥펀치,"여기가거기군밤아 이런거 마이 바라 ,♡",1,1
655,진미채,1:08:02 가식과 1:08:13 진심 그 사이,0,0
656,XIIA Kim,3:00:00 정광용이 인성 문제있어 ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ 진짜 최애파트다,3,3
657,Sj ``,다큐다..,0,0
658,Sarah Wang,3:24:21딜라일라 미친ㅋㅋㅋㅋㅋㅋ,33,33
659,냐무,누가 우리집 비디오 틀어놓은 느낌이다...,0,0
660,1일다이어터 1daydieter,시작할때마다 손가락하트 하는거 진짜 미치겟네 ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ,133,133
661,고키ㅣ데뷔존버계정,손가락 하트를 하는건지 총을 쏘는건지 모를 저손ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ,2,2
662,Chloe Kim,54:43 화해의 빨간바가짘ㅋㅋㅋㅋㅋ,4,4
663,3년 전 • 26년 전 • 3시간 전,뭘 계속 그렇게 볼수있다는거얔ㅋㅋㅋ,0,0
664,춘식,1:40:31 당뇨있어서 안된다면서 야금야금 다먹었엌ㅋㅋㅎㅋㅎㅎㅋㅋㅋㅋ,1,1
665,박하늘공주,44:19   책갈피1:36:39,4,4
666,행복한어피치,23:11 열정,56,56
667,아무나하는유튜브,진짜 페이소스 살아 있는거봐ㅠㅠ 역작이다ㅠㅠ,0,0
668,민초단장,50:41 택조랑 밥 한끼먹고싶다,0,0
669,May Park,세수할때 귀닦는게 왜이리 웃기지? 아..ㅋㅋㅋㅋ ㅋㅋㅋㅋ,0,0
670,냥냥,광용이는 약간 맹구포지션ㅋㅌㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ,0,0
671,귀찮게또,2:23:38 찐 어른들 특ㅋㅋㅋㅋㅋㅋㅋㅋ 골치 아프다고는 하는데 잘 들어보면 자식 자랑임,436,436
672,피콜로,광용 아저씨 크림빵 사왔다가 구박당하는거 왜키 귀엽노ㅋㅋㅋㅋㅋㅋㅋ,42,42
673,박또릴,한쪽 코막고 코푸는 거 진심ㅋㅋㅋㅋㅋㅋㅋㅋ아저씨들 특유행동,0,0
674,송준,55:48 광용쌤 숨겨왔던 목소리,1.5천,1500
675,지누티,너무. 웃겨서. 허파 히뜩~ 디집어지긋다!,0,0
676,솜솜,3:07:43 아 여기서부터 개웃김 ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ3:07:433:08:28 ㅋㅋㅋㄲㅋㄱㅋㄱㅋㅋㅋㄱㅋㄱㅋ3:08:28,10,10
677,퀘이보,1970 미국 꿈에서도 나오것네,0,0
678,MINE,한사랑 산악회 X 둘째이모 김다비 님오셔서 같이 콜라보 한번ㅋㅋㅋㅋㅋ,39,39
679,노인정,41:34 43:44 46:06 한사랑 산악회 올타임 레전드 열받은 쌔앙쥐의 반란,0,0
680,JIN B,이호창 소개팅 보고 이거 보니까 현타온다,0,0
681,허민수,아시바 이회장 얼굴 잡는 중간에 카메라 위치 내리는거 존나웃겨,9,9
682,혬니,10:44초  레알   밖에 휴지없을때  코푸는 아재들  찐이다;;,0,0
683,요리요 Simple cooking,썸네일 뭐얔ㅋㅋㅋㅋㅋㅋ홀린듯이 들어와따ㅋㅋㅋ,1,1
684,주짓광,2:50:38 조선시대 때 이후로 한양 집값은 한번도 떨어진 적이 없어 ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ,162,162
685,송준,43:51 광용쌤 웃참 딱걸렸지 그냥,345,345
686,Jin Hyun,하 고장난벽시계ㅋㅋㅋㅋㅋ옴마가 맨날 들어ㅠㅠ,2,2
687,PING,35:27...?!?!?? 계양산?!?? 우리동네자나??!?! ㅠㅠㅠ,5,5
688,안숨니,아닌ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ진짜 ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ너므웃곀ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ중간에 광고 나오는것도 웃겨,2,2
689,서해감자,은근 재밌네 ㅎ,1,1
690,마파람,배우보다 연기 잘하는거 같음 ㅋㅋㅋㅋ,52,52
691,김하은,3:10:37 여기서 부터 개웃기네ㅋㅋ,176,176
692,델리얀리,이거 와이리 재미있노!  허파 뒤집어지겠네 진짜 레전드다,3,3
693,승우 김,난 이영상이 3시간 반짜리 인지 이제 알았네,0,0
694,JY,검은 갓 쓴 넘을 몇번을 본지몰라 ㅋㅋ빵터짐 ㅎ 진짜 리얼 ㅋ,7,7
695,_____.486.h_h.____ _,영상 담아갑니다 ^^,0,0
696,ㅇㅇ,형들 생각해 봤는데 이렇게 살아도 딱히 이질감 안들거 같은데,43,43
697,게임찍먹러 정베디,1:18:18 ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ 윙크 제대로 못 해서 입꼬리도 같이 내려가는 거 뭐야 ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ,473,473
698,짜장,아 미치게따진짜 ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ 부회장이자나!! 부회장인데 만삼처넌 ㅋㅋㅋㅋ 그냥가뿌 ㅋㅋㅋ앜ㅋㅋㅋㅋㅋㅋㅋㅋㅋ,2,2
699,Meimei메이메이,개웃곀ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ아진짴ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ세수할때 르아어아러아으ㅏ빠퍄!!! 하는거존나ㅜ아 디테일 젠장할 개웃겨 아,5,5
700,Amanda Moon,1:46:35 ㅋㅋㅋㅋㅋㅋ 아 ㅋㅋㅋㅋㅋㅋㅋㅋㅋ 미국 아쟄ㅋㅋㅋㅋㅋㅋㅋㅋㅋ 싱크로율ㅋㅋㅋㅋㅋ,1,1
701,쭈뼛,3시간짜리 영화다..,2,2
702,호듀,일요일 가짜사나이도 좋지만 난 가짜아저씨도 좋아...,222,222
703,김재관,8:38 귀뒤로 손가락 디테일 진짜 좆된다 ㅋㅋㅋ 와 이거 도대체 진짜 누가 기획하고 고증하는거냐 ㅋㅋㅋ,544,544
704,그런데미안,25:20 아니 어쩔꺼야 ㅠㅠ 미치겐네 ㅋㅋ,1,1
705,christie- H,2:10:23 슬퍼도 귀뒤는 닦는다 오타 조심,0,0
706,lily oh! lily,열쩐! 열쩐! 열쩌어어어엉!,0,0
707,행복만땅,처음엔 아재들 유투브 찍었나 대개 시끄럽네 했는데 추천이 2만? 모지? 하다보니 보다보니 나도 추천 누름ㅋㅋㅋㅋㅋ아진짜웃기넼,6,6
708,Hahihuheho,03:23:03 아저씨들 사람 부를때 개똑같앸ㅋㅋㅋㅋㅋㅋㅋㅋㅅㅂㅋㅋ,1.6천,1600
709,Gainfjsjaiw,3:26:46 제일 착한데 겁나길어ㅋㅋㅋㅋㅋ,11,11
710,Sifiw Er,56:45 가죽 케이스 닫는거 개찰지네ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ,47,47
711,당근,영남회장 모자벗으니 확젊어지네 ㅋㅋ,2,2
712,PY W,1:47:47 여기서 제물포는 ‘쟤 때문에 물리 포기했어’의 줄임말입니다,716,716
713,보고시픈사람,김영남 아저씬 왜 자꾸 김신영씨 이모가 생각나는 걸까요? ㅋㅋ,1,1
714,최보윤,"진짜 돈 내고 봐야될것같다,,,,너무 웃기다",24,24
715,김미현,정 광자 용자 ㅋㅋㅋㅋㅋ미쳐,0,0
716,바보개,옆의아저씨들과 전혀 의심없이 같이 어울려지는거 개웃기네. 누가 이사람들을 30대로 보겟냐곸ㅋㅋㅋㅌㅋㅋㅋㅋ,19,19
717,귀찮,아니 50대 인데 용길 사장님 70년대에 미쿡 생활해서 뭐 어쨌단 얘긴 안 맞자나요 ㅜㅜ 계산해보면 용길 사장님 애기때잖아요 1970년대는 ㅜㅜ,0,0
718,민트맛얼큰순대국,우울할때 내가보려고만든거43:45 46:29,0,0
719,스톤콜드,ㅋㅋㅋㅋㅋ 통닭에 골뱅이에 소주 20대 후반부터 알수있는 맛이지,0,0
720,GOD구,한사랑산악회 안본새끼가 이세상에서 젤부럽다 축복받은놈들;;3시간동안 천국갓다올수잇는넘들 하,355,355
721,벼랑위의포도,"1:54:47 영남회장이 보스는 사람들을 앞으로 내몰고 본인이 뒤로 가고 리더는 본인이 앞장서는게 리더라고 그랬었는데,,, 혹시 복선,,?",0,0
722,투명인간 이장수,30:30 ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ연기 잘하시다,6,6
723,아젤라,5호선인데에 몇번 출구인지말 안해넘웃겨,0,0
724,우헤헤,아부지들 노시는거 엿보는 기분ㅋㅋㅋ,0,0
725,치팅치팅쵸쵸,어떻게 열정회장님이 임키냐고....,2,2
726,파란하늘,43분부터 킬포 터진다 ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ 욕하는거랑 티셔츠 벗어재끼면서 씨우는거랑 말리는거랑 말리다 넘어지는거랑 ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ 나 운다 울어 ㅋㅋㅋㅋㅋㅋㅋㅋㅋ,20,20
727,이경민,위험하게 아무 풀이나 먹으면 어떡해요 ㅠㅠ,0,0
728,DDororong,26:44 ㅋㅋㅋㅋㅋㅋㅋㅋ 울아빠인줄,41,41
729,핫초코,2:52:54즌한길 샘 등장,1,1
730,김건우,16:40 내 타임라인,0,0
731,S*쪼롱이,나 이거 왜 보고 있는겨 ….  재밌네 …,0,0
732,ket ro,"0:17 모과 몇알과 커피콩주머니, 염주 기대 했은데요. 조금 아쉽은건은 어쩔수업네요.",747,747
733,ㅇㄹㅌ,1:31:23 전화 안끊는거 국룰ㅋㅋㅋ큐ㅜㅜㅜ,3,3
734,박희명,50:27 이거 실제로 여러번 본 건데 ㅋㅋ,3,3
735,Dogun Lee,책갈피  1:55:24,0,0
736,묘목,드라마다 진짜ㅜ,0,0
737,헤헷,저거 싫어요 누른사람은 리얼 찐 50대아저씨일듯ㅋㅋㅋㅋ,2,2
738,비비,2:01:09 잔망,641,641
739,NEO🦊,2:25:04 가마 6개 드립ㅋㅋㅋ,0,0
740,빵빵이,치킨크림빵 개쳐웃겨ㅠㅠㅠㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ,0,0
741,Julie Kim,34:19 8:33 30:40,0,0
742,IllIlI,32:36 오이냉국을 왜 끓여 ㅋㅋㅋㅋㅋㅋ,867,867
743,pengsoo,15:50 bgm몬가요!,0,0
744,빙수망고,아니 진짜영남회장ㅋㅋㅋㅋㅋㅋㅌㅋ미친거아니냐곸ㅋㅋㅋㅋㅋㅋㅋㅋ악마의 재능이닼ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ,100,100
745,ss_uu,38:41 왜케 뒤집어진 콩벌레같냐ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ,1.4천,1400
746,CI CI,아 55:50 왜 다들 언급 안하냐곸ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ 평소에 조용하고 숫기 없는 아저씨들 꼭 술 먹으면 저러는 것까지 진짜ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ 캐릭터분석 도대체,0,0
747,이얏호응,ㅋㅋㅋㅋㅋ어우 시끄렄ㅋㅋㅋㅋㅋㅋㅋㅋ 쩌렁쩌렁ㅋㅋㅋㅋㅋㅋㅋ,0,0
748,김연아,11:22 부터ㅋㅋㅋㅋㅋㅋㅋ 웃김,16,16
749,Dogun Lee,책갈피  2:19:54,0,0
750,루미,진짜 바가지 깨진게 개웃기네ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ,17,17
751,찹쌀떡애긩이,몸매부터 이미 진짜임ㅋㅋㅋㅋ 회장님 김신영이모님이랑 같이 대화하셔도 꿈잼일듯~~,0,0
752,마카롱여사,용길아재는 김구라랑 목소리씽크가 거의똑같다요ㅋㅋ,0,0
753,jellyfish,초반부터 웃기네 ㅋㅋ,0,0
754,최지욱,23:20 광용쌤 왤케 작아짐.........,0,0
755,Bazirock Karlguksu,항샤랑 샤낰쾌~ 율쪙! 율쪙! 율쪙~!!!,0,0
756,검느,"친구여 !법정스님나이가 들면설치지 말고 미운소리 우는소리 헐뜯는 소리그리고 군 소리.불평일랑 하지를 마소 알고도 모르는 척 , 모르면서도 적당히 아는척어수록 하소그렇게 사는 것이 평안하다오친구여!상대방을 꼭 이기려고 하지 마소적당히 져 주구려한걸음 물러서서 양보하는것그것이 지혜롭게 살아가는 비결이라오친구여!돈, 돈, 욕심을 버리시구려아무리 많은 돈을 가졌다해도 죽으면 가져갈 수 없는것많은 돈 남겨 자식들 싸움하게 만들지 말고살아있는 동안 많이 뿌려서 산더미 같은 덕을쌓으시구려친구여!그렇지만 그것은 겉 이야기정말로 돈은 놓치지 말고 죽을 때까지 꼭 잡아야 하오옛 친구를 만나거든 술 한 잔 사주고불쌍한 사람 보면 베풀어주고손주 보면 용돈 한 푼 줄 돈 있어야늙으막에 내 몸 돌봐주고 모두가 받들어 준다오우리끼리 말이지만 이것은 사실이라오그 저녁무렵부터 새벽이 오기까지...",89,89
757,DONGBIN SHIN,55:44 광용쌤 취해서 말 존나 많이 함 ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ,128,128
758,김현성,44:00 던지는줄알고 쪼는거 개웃기네,70,70
759,금씨,재미져ㅎ,0,0
760,스폰지밥팬티,08:32 ㅋㅌㅌㅌㅋㅌㅋㅌㅌㅋㅌㅊ개뿜엇네,1,1
761,애연가,난 배용남 아버지라고 이름이 배용길인게 ㅈㄴ 웃김 ㅎㅎㅎ,1,1
762,손님,김영남 아저씨 처음에는 한사랑 산악회라고 발음하네 젤 최근거에서는 한샤량 샨악해 라고 발음하자나ㅋㅋ,76,76
763,"이로운이정표YOUTUBE TV,이로운채널",32:41 오이냉국도 끓여먹나요  ㅋㅋㅋ조크인가요!!,0,0
764,조선총독윤틀러,광용 쌤 당뇬데 맨날 술먹음 ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ,0,0
765,Dogun Lee,책갈피  2:02:54,0,0
766,까칠이덕후,ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ다큐다 이건,1,1
767,한승준네시스,28:32 내일다시봐야지,0,0
768,뭉뭉뭉,절단났다는 표현 존나 소름돋앜ㅌㅌㅋㅋㅋㅋㅌㅌㅋ고증 미쳤누,20,20
769,비부바,초반 이택조 사투리 어색한거 개웃기네 ㅋㅋㅋㅋㅋ,0,0
770,윤도운이랑 재혼한강영현의 이혼녀,27:25 나중에 또 봐야지...,1,1
771,포메라니안 모카,"1:05:45 광용쌤,혁이 연기하는 분 한명아니에요?",1,1
772,9 cw,1:50:50 어떻게 맨날 밥만 먹어요 물론 소주는 매일 먹어요 ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ,0,0
773,악티늄,소떡소떡이 원래 소세지 먹고 떡 먹고 그런 음식이였나..,0,0
774,동쪽,34:19 이렇게 앙칼지게 약수타에서 씻는 사람 첨봄,100,100
775,권도훈,18:41 택도 없다는말이 택조가 없다→ 택조는 재미가없다→ 택조는 웃기지도 않는다→ 웃기지도 않다 라는 말에서 유래가 됐다고 들었는데 맞나요?,1,1
776,lee라키아,1:37:03 자기주장 똥꼬집 있는거 빼박 오십대 아저씨 ㅋㅋㅋㅋㅋㅋㅋ,3,3
777,생활인:Multi person,ㅋㅋㅋㅋㅋㅋㅋㅋㅋ웃긴게 ㅋㅋㅋ 지나가다가 그냥 일반 산타는분들이 꽁트라고 1도 생각을 못하시는지 ㅋㅋㅋㅋㅋㅋㅋㅋㅋ쳐다보는사람들이 한명도 없음 ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ,0,0
778,Grace L,3:23:00 무슨 사람을 귀신쫓듯이 불러욬ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ,2,2
779,초코린이,처음 봤는데요....  TV 진짜 재미없다는걸 느끼게 해주네요,1,1
780,Ken R,이택조: 왜 나만말려!!!!!!!!! ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ,37,37
781,C,1:46:21 ㅋㅋㅋㅋㅋㅋㅋㅋㅋ택조 팔 왤케길어 ㅋㅋㅋㅋㅋㅋ,0,0
782,포리프,34:27 2:10:07 ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ,0,0
783,Spring dayz,엄마 보여줬더니 아빠들 노는거랑 똑같다고 짜증나신대욬ㅋㅋㅋㅋㅋㅋㅋ,733,733
784,Bora Kim,일하는 게 쉬는거야.. ㅋㅋㅋㅋㅋㅋㅋㅋㅋ,1,1
785,glen lee,아씨 썸네일 부터 터졌어 ㅋㅋㅋㅋㅋㅋㅋ,0,0
786,안성수,3시간짜리 ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ 이젠 하다하다 영상 시간으로 웃기넼ㅋㅋㅋㅋㅋㅋㅋㅋ,45,45
787,jj,3:05:51 ~ 3:07:24 광용쌤 입가에 크림 언제 닦으실 예정인 지...,1,1
788,승식,3:08:11 광용센세의 싸이버거....,0,0
789,h여진,영남회장님 패트와 매트 닮으셨어요,1,1
790,애옹,34:24 우리 아빤줄ㅋㅋㅋㅋㅋㅋㅋ,0,0
791,fromt_90,우리동네 뒷산이다!ㅋㅋㅋㅋㅋㅋㅋㅋㅋ,0,0
792,Enoch kim,30:41 이판사판싯팔!한판!오늘밤이다 씟팔!!!!!,521,521
793,최혜미,43:00 꿀잼 배꼽실종,0,0
794,김꼬비,43:00 바가지깨짐_회비 싸움,0,0
795,애옹,3:03:03 귀여워,0,0
796,하고잽이,43:00 싸우는거 왜 이야기하는 사람이 음슴 ㅠㅠㅠ와...배잡앗는데ㅠㅠ택조아재 웃통 까는거 왜ㅜㅜㅜㅋㅋㅋㅋ왜이야기하는사람이없노ㅜㅜㅜㅋㅋ,1,1
797,진미채,1:13:15 - 1:14:04,0,0
798,thitnsa,8:32 아 진짜 개웃기넼ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ 중년 싱크로율 뭐야,18,18
799,Quokka,8:57 부터 ㅋㅋㅋㅋㅋㅋㅋㅋ미국아재 C.O.N,7,7
800,김동건,30:40랩핑 오지네오;;;;,6,6
801,CHS _,와 뭐야 이거 3시간 짜리잖아 다들 이거 노스킵으로 보고있는거야?,4,4
802,이서빈,1:47:45 이거 진짴ㅋㅋㅋㅋ 다른학교에도 있구나 ㅋㅋㅋㅋㅋㅋ 쟤때매 물리 포기 ㅋㅋㅋㅋ,2,2
803,산타는 시윤쌤,히히히 너무 재밌다. ㅎㅎ ㅠ,1,1
804,배용길S2,"할일없는 할리데이,   그랜드 프레젠트 쌩Q !",972,972
805,박지민,3:07:432:17:28,0,0
806,야로리빠빠,근데 아저씨들 나이에 비해 머리숱 진짜 많으시다 택조아저씨는 염색도 하셨는데 빽빽하시네ㅋㅋㅋ,3,3
807,김우진,1:49:10 이거보러매일옴41:50,88,88
808,Whistle,영남 회장님 그때 집을 팔았어야....,0,0
809,뽀뽀통통이네,"엄마한테 재밌다고 보내드렸더니,,,이게 왜 웃기냐고 하심.그 이유는 그냥 주변에서 하두 많이 본 광경이라 그렇다고 하심ㅋㅋㅋㅋ중요한건 이 네분이 실존 아저씨들인줄 아셨음:::;;;;;;;",0,0
810,미야우,미국 아저씨는 배우 같아안웃기고 감탄중..,99,99
811,몬태규,100만 됏네ㅠㅠㅠ,0,0
812,고얌미,아진짜미친거아니냐고 ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ 아존나웃겨 ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ,5,5
813,구구콘,23:41 도랐ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ 찐 아저씨재질ㅋㅋㅋㅋㅋㅋ,3천,3000
814,대박사건,유튜브 볼거없으면 걍와서 이거틀고 있네 나중독인가?;;,1,1
815,알로하,소리만 들어도 너무 웃김,0,0
816,사랑고기,5:57 인솅발음레전드 나 중딩때 담임선생님같음 ㄹㅇ,104,104
817,유튜브중독,2:53:10 이때 집 팔았어야 했는데…,1,1
818,엘노니,왜 자꾸만...보게되는거지..?,0,0
819,김.,3:04:45 무슨 진짜 50대들이 하는 소리를 하고 있엌ㅋㅋㅋㅋㅋㅋ,566,566
820,요가천재,영남과 택조 화해하면서 바가지 선물하는거ㅋㅋㅋㅋㅋㅋㅋㅋㄱㅋㄱㅋㅋㅋ왜 이리 비싼걸샀어ㄱㅋㅋㅋㅋㄱㅋㄱ,95,95
821,Anonymous Lee,김영남 회장님... 다비이모 남편으로 추정....,79,79
822,애월,회장 나올때 마다 볼륨 내렸다가 다시 올리는사람,195,195
823,앙잉응잉,34:20 ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ진짜 구라안치고 20번봣닼ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ,52,52
824,밥콩알,스fho~~~쓰맨 ㅋㅋㅋㅋㅋㅋㅋ발음 자체가 찐이다40:53,2.6천,2600
825,오이당근,26:44 저 바가지 왜 맨날 들고다니나 했더니 텀블러였구나,2.9천,2900
826,Enoch kim,3:10:52 광용아 임마악!!!!!!!!!이거먹..이익..!먹으면안돼!!!,808,808
827,Amber Park,아니 이거 다음 동영상 추천에 왜 아줌마아저씨 신나는 트로트 실시간 스트리밍 뜨냐곸ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ 나도 허리에 라디오 매고 터로터 덜으면서 산뽀 가야되는긴가,17,17
828,유녜신,ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ난 빨간옷입은 아저씨가 젤 웃김 ㄴㅋㅌㅋㅋㅋㅋㅋㅋㅋㅋㅋ 말할때 입 술 없어지고 인생도 인솅이고 ㅅㄲ도 꼭 쎼끼여야함 ㅋㅋㅋㅋㅋ,359,359
829,구복현,김영남회장님. 약간. 다비이모 비슷..,41,41
830,JennaKim,55:57 아 여깈ㅋㅋㅋㅋ못먹어 이러는줄알았는데 노모어 노모어 드링크야 하는거였구나 ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ,165,165
831,WON,1:47:40쟤 때문에 물리 포기라서 제물포네 ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ 아 진짜 너무 현실적이네 ㅋㅋㅋㅋ,2천,2000
832,김유정,4:03 1:08:06 택조 아재 뒷담까는거 개웃기넼ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ,47,47
833,Peko,"3:13:12 ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ 아닠ㅋㅋ 왜 ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ부르는게 ""어잌! 에잌! 에~~~ㅋ 에이!! "" ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ진짜 저래요 ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ?",990,990
834,예찌찡,42:50 택조 vs 영남회장,115,115
835,df sks,8:33 개쌉리얼 아니냐고요오 ㅋㅋㅋㅋㅋㅋㅋㅋㅋ,51,51
836,성욱티비,1:50:39ㅋㅋㅋㄱㅋㅋㅋㅋㅋㅋ,48,48
837,안진현,한사랑 산악회 몰아보기 ?“ 올게 왔다.. “,22,22
838,배민규,3:29:38,24,24
839,므앙,1:57:48 아 ㅋㅋㅋㅋㅋㅋㅋㅋ 모자로 정자 닦는 거 ㄹㅈㄷ ㅋㅋㅋㅋㅋㅋㅋㅋ 진짜,870,870
840,Robin K,아이씨팔 진짜 지루할 틈이 없네 ㅋㅋㅋㅋㅋㅋㅋ,28,28
841,정혜진,48:31   뭘참아 내가참는거지이잇!,847,847
842,captian,아니 ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ 카메라 줌 잡는것도 ㅋㅋ진심 울아빠 찍은것같음 진심 울아빠 이렇게 찍음,20,20
843,김닭딹,3:07:39 ㅋㅋㅋㄱㅋㅋㅋㅋㅋ,37,37
844,세라에게 정진 SRJJ Couple,그냥 가는 거야 ><,1천,1000
845,양덕규,49:35 으아아아아아앜,155,155
846,Js K,추석 영화? 어림도 없지바로 ‘한사랑산악회’,26,26
